title,category,lyrics
আয় খুকু আয়,আধুনিক,"কাটেনা সময় যখন আর কিছুতে
বন্ধুর টেলিফোনে মন বসে না
জানালার গ্রীলটাতে ঠেকাই মাথা
মনে হয় বাবর মত কেউ বলে না
আয় খুকু আয় খুকু আয়
আয়রে আমার সাথে গান গেয়ে যা
নতুন নতুন সুর নে শিখে নে
কিছুই যখন ভাল লাগবে না তোর
পিয়ানোয় বসে তুই বাজাবিরে
আয় খুকু আয় খুকু আয় ।
সিনেমা যখন চোখে জ্বালা ধরায়
গরম কফির মজা জুড়িয়ে যায়
কবিতার বইগুলো ছুঁড়ে ফেলি
মনে হয় বাব যদি বলতো আমায়
আয় খুকু আয় খুকু আয়……
আয়রে আমার সাথে আয় এখনি
কোথাও ঘুরে আসি শহর ছেড়ে
ছেলেবেলার মত বায়না করে
কাছ থেকে নেনা তুই আমায় কেড়ে
আয় খুকু আয় খুকু আয় …..
দোকানে যখন আসি সাজবো বলে
খোঁপাটা বেঁধে নেই ঠাণ্ডা হাওয়ায়
আরশিতে যখনই চোখ পড়ে যায়
মনে হয় বাবা যেন বলছে আমায়
আয় খুকু আয় খুকু আয়…..
আয়রে আমার কাছে আয় মামনি
সবার আগে আমি দেখি তোকে
দেখি কেমন খোঁপা বেঁধেছিস তুই
কেমন কাজল দিলি কালো চোখে
আয় খুকু আয় খুকু আ……
ছেলেবেলার দিন ফেলে এসে
সবাই আমার মত বড় হয়ে যায়
জানিনা কজনে আমার মতন
মিষ্টি সে পিছু ডাক শুনতে যে পায়
আয় খুকু আয় খুকু আয়…।।
আয়রে আমার পাশে আয় মামনি
এ হাতটা ভাল করে ধর এখনি
হারানো সেদিনে চল চলে যাই
ছোট্টবেলা তোর ফিরিয়ে আনি
আয় খুকু আয় খুকু আয় …"
শূন্য এ বুকে পাখি মোর আয়,নজরুল গীতি,"শূন্য এ বুকে পাখি মোর আয়
ফিরে আয় ফিরে আয়।
তোরে না হেরিয়া সকালের ফুল
অকালে ঝরিয়া যায়।।
তুই নাই বলে ওরে উন্মাদ
পান্ডুর হলো আকাশের চাঁদ
কেঁদে নদী হলো করুণ বিষাদ
ডাকে আয় তীরে আয়।।
আকাশে মেলিয়া শত শতকর
খোঁজে তোরে তবু ওরে সুন্দর
তোর তরে বনে উঠিয়াছে ঝড়
লুটায় লতা ধূলায়।।
তুই ফিরে এলে ওরে চঞ্চল
আবার ফুটিবে বন ফুল দল
ধূসর আকাশ হইবে সুনীল
তোর চোখের চাওয়ায়।।"
পথের ক্লান্তি ভুলে স্নেহ ভরা কোলে তব,ছায়াছবি,"পথের ক্লান্তি ভুলে স্নেহ ভরা কোলে তব
মাগো, বলো কবে শীতল হবো
কত দূর আর কত দূর …
বল মা?
আঁধারের ভ্রুকুটিতে ভয় নাই,
মাগো তোমার চরণে জানি পাবো ঠাঁই ।।
যদি এ পথ চলিতে কাঁটা বেঁধে পায়
হাসিমুখে সে বেদনা সবো
কত দূর আর কত দূর …
বল মা……
চিরদিনই মাগো তব করুণায়
ঘর ছাড়া প্রেম দিশা খুঁজে পায় ।।
ঐ আকাশে যদি  মা কভু ওঠে ঝড়
সে আঘাত বুক পেতে লবো
কত দূর আর কত দূর …
বল মা……
যতই দুঃখ তুমি দেবে দাও
তবু জানি কোলে শেষে তুমি টেনে নাও,
মাগো তুমি ছাড়া এ আঁধারে গতি নাই
তোমায় কেমনে ভুলে রবো
কত দূর আর কত দূর …
বল মা……
পথের ক্লান্তি ভুলে স্নেহ ভরা কোলে তব
মাগো, বলো কবে শীতল হবো
কত দূর আর কত দূর …
বল মা?"
ও নদীরে একটি কথা শুধাই শুধু তোমারে,ছায়াছবি,"ও নদীরে,
একটি কথা শুধাই শুধু তোমারে
বলো কোথায় তোমার দেশ
তোমার নেই কি চলার শেষ
ও নদীরে…
তোমার কোনো বাঁধন নাই তুমি ঘর ছাড়া কি তাই ।।
এই আছো ভাটায় আবার এই তো দেখি জোয়ারে
বলো কোথায় তোমার দেশ
তোমার নেই কি চলার শেষ
ও নদীরে…
এ কূল ভেঙে ও কূল তুমি গড়ো
যার একূল ওকূল দুকূল গেল তার লাগি কি করো? 
আমায় ভাবছো মিছেই পর, তোমার নেই কি অবসর
সুখ দুঃখের কথা কিছু কইলে না হয় আমারে …
বলো কোথায় তোমার দেশ
তোমার নেই কি চলার শেষ
ও নদীরে…"
এই রাত তোমার আমার,ছায়াছবি,"এই রাত তোমার আমার
ওই চাঁদ তোমার আমার,
শুধু দুজনের
এই রাত শুধু যে গানের
এই ক্ষণও এ দুটি প্রাণের
কুহু কুজনের
এই রাত তোমার আমার….
তুমি আছো আমি আছি তাই,
অনুভবে তোমারে যে পাই,
শুধু দুজনের
এই রাত তোমার আমার"
এ পথ যদি না শেষ হয়,ছায়াছবি,"এ পথ যদি না শেষ হয়
তবে কেমন হতো তুমি বলোতো
যদি পৃথিবীটা স্বপ্নের দেশ হয়
তবে কেমন হতো তুমি বলোতো ।।
কোন রাখালের ওই ঘর ছাড়া বাঁশীতে,
সবুজের ওই দোল দোল হাসিতে ।।
মন আমার মিশে গেলে বেশ হয়
যদি পৃথিবীটা স্বপ্নের দেশ হয় ।।
তবে কেমন হতো তুমি বলোতো
নীল আকাশের ওই দূর সীমা ছাড়িয়ে,
এই গান যেন যায়  আজ হারিয়ে
প্রাণে যদি এ গানের রেশ হয়,
পৃথিবীটা যদি  স্বপ্নের দেশ হয় ।।
তবে কেমন হতো তুমি বলোতো
এ পথ যদি না শেষ হয়
তবে কেমন হতো তুমি বলোতো"
আমি নিরালায় বসে,আধুনিক,"আমি নিরালায় বসে বেঁধেছি আমার স্মরণ দিন
একি বেদনার মত বেজেছে আবার হারান বীণ  |
ফেলে আসা পথে কুহেলী আঁচল সরায়ে
দুচোখে আমার স্বপন কাজল পরায়ে
তুমি বিগত ব্যথায় এ ভাঙ্গা হৃদয় করেছ লীন |
আমি নিরালায় বসে বেঁধেছি আমার স্মরণ দিন
একি বেদনার মত বেজেছে আবার হারান বীণ  |
ফগুনে আমার ঘিরেছে আবার হিমেল বায়
আলোর পিছনে লুকানো ছায়া মায়া জড়ায় ।।
কবে চলে গেছে সে কথা যখন ভুলেছি
ভুল করে শুধু ভুলের ফসল তুলেছি
তারার মালা না গাঁথার খেলায় শুকাল হে উদাসীন ||
আমি নিরালায় বসে বেঁধেছি আমার স্মরণ দিন |
একি বেদনার মত বেজেছে আবার হারান দিন |"
৩০ বছর,আধুনিক,"কি দেখার কথা কি দেখছি?
কি শোনার কথা কি শুনছি?
কি ভাবার কথা কি ভাবছি?
কি বলার কথা কি বলছি?
তিরিশ বছর পরেও আমি স্বাধীনতাটাকে খুঁজছি।।
স্বাধীনতা কি বৈশাখী মেলা,পান্তা ইলিশ খাওয়া?
স্বাধীনতা কি বটমূলে বসে বৈশাখী গান গাওয়া?
স্বাধীনতা কি বুদ্ধিজীবির বক্তৃতা সেমিনার?
স্বাধীনতা কি শহীদ বেদিতে পুষ্পের সমাহার?
স্বাধীনতা কি গল্প নাটক উপন্যাস আর কবিতা?
স্বাধীনতা কি আজ বন্দী আনুষ্ঠানিকতা?..।।
স্বাধীনতা কি ঢাকা শহরের আকাশচুম্বী বাড়ি?
স্বাধীনতা কি ফুটপাতে শোয়া গৃহহীন নর-নারী?
স্বাধীনতা কি হোটেলে হোটেলে গ্র্যান্ড ফ্যাশন শো?
স্বাধীনতা কি দুখিনী নারীর জড়া-জীর্ণ বস্ত্র?
স্বাধীনতা কি গজিয়ে ওঠা অভিজাত পান্থশালা?
স্বাধীনতা কি অন্যের খোঁজে কিশোরী প্রমোদবালা?..।।
স্বাধীনতা কি নিরীহ লোকের অকারণে প্রাণদন্ড?
স্বাধীনতা কি পানির ট্যাঙ্কে গলিত লাশের গন্ধ?
স্বাধীনতা কি হরতাল ডেকে জীবন করা স্তব্ধ?
স্বাধীনতা কি ক্ষমতা হরণে চলে বন্দুক যুদ্ধ?
স্বাধীনতা কি সন্ত্রাসী হাতে মারণাস্ত্রের গর্জন?
স্বাধীনতা কি অর্থের লোভে বিবেক বিসর্জন?..।।
আজ নেই বর্গী,নেই ইংরেজ,নেই পাকিস্তানী হানাদার,
আজো তবু কেন আমার মনে শূণ্যতা আর হাহাকার?
আজো তবু কি লাখো শহীদের রক্ত যাবে বৃথা?
আজো তবু কি ভুলতে বসেছি স্বাধীনতার ইতিকথা?..।।"
তুমি সুতোয় বেধেঁছ শাপলার ফুল,ছায়াছবি,"তুমি সুতোয় বেধেঁছ শাপলার ফুল
নাকি তোমার মন
আমি জীবন বেধেছি, মরণ বেধেছি
ভালবেসে সারাক্ষন, ভালবেসে সারাক্ষন।।
তুমি কেন এত ভয় ভয় কর
আস না আমার আছে
তুমি তো জাননা কত কথা
এই অন্তরে জমা আছে, অন্তরে জমা আছে
সাত পাঁচ ভেবে ফিরে যাই আমি
আসি না তোমার কাছে
নিন্দুকেরই কলংক হার
পাও যদি তুমি পাছে, পাও যদি তুমি পাছে
আমি তোমার জন্য
সয়ে যাব শত নিন্দারই দংশন, নিন্দারই দংশন।।
তুমি আর আমি কাহিনী হব
বাংলার ঘরে ঘরে
মিলনে বিরহে পাশাপাশি রব
হাজার বছর ধরে,  হাজার বছর ধরে
দুটি হৃদয়ে বয়ে যাবে নদী
কত না উজান ভাটি
আকাশে বাতাসে ধ্বনিত হবে
এই প্রেম চির খাটি, এই প্রেম চির খাটি
আমি তোমাকে হারালে
আবিরাম হবে দুচোখে বরষা, দুচোখে বরষা।।"
এই সুন্দর স্বর্ণালী সন্ধ্যায়,ছায়াছবি,"এই সুন্দর স্বর্ণালী সন্ধ্যায়
একি বন্ধনে জড়ালে গো বন্ধু।।
কোন রক্তিম পলাশের স্বপ্ন
মোর অন্তরে ছড়ালে গো বন্ধু।।
আমলকি পেয়ালের কুঞ্জে,
কিছু মৌমাছি এখনো যে গুঞ্জে
জানি কোন সুরে
মোরে ভরালে গো বন্ধু।।
বাতাসের কথা সে তো কথা নয়
রূপ কথা ঝরে তার বাঁশিতে
আমাদেরও মুখে কোন কথা নেই
যেন দুটি আঁখি ভরে
রাখে হাসিতে।।
কিছু পরে দূরে তারা জ্বলবে
হয়তো তখন তুমি বলবে।
কোন মালা গেঁথে গলে
পরালে গো বন্ধু।।"
অন্ধ মোহ,আধুনিক,"ক্যামন আছো তুমি, ক্যামন ছিলে?
ক্ষয়ে ক্ষয়ে, তিলে তিলে!
আমি ভালো নেই, ভালোবেসে৷
তোমায় একা করে দূরে এসে৷
ফিরে যেতে চাই জোছনাতে৷
যেখানে স্বপ্নেরা সাথে সাথে_
ছায়ারই মতো হেঁটে চলে৷
ফিরে যেতে চাই কোলাহলে৷
তোমাকে ছেড়ে,
এতোটা দূরে_
এসেছি আমি যার কারণে_
সে-ও আমাকে একাকী রেখে_
হারিয়ে গ্যাছে কোন অজানায়
জানি না, তা জানি না৷
তোমারই কাছে চাইছি ক্ষমা_
জানি না পাবো কি-না৷
দিও না শুধু ঘৃণা৷
তুমি কি আমাকে শুনছো এখন?
ইথারে ইথারে কীসের আলোড়ন_
শুনতে কি পাও বুকের কাঁপন?
ছুঁয়ে দ্যাখো না হৃদয়ের দহন৷
আমি কি আবেগে অন্ধ মোহে?
ছুটেছি শুধু যে অন্ধ হয়ে_
জানি না, আজো তার পাইনি জবাব৷
জীবন জুড়ে ভীষণ অনুতাপ৷
এভাবে কতো আর
নিয়ে হাহাকার_
থাকবো দু’জনে ভালোবাসাহীন?
চলো না ভুলে সব, আবেগী অনুভব_
নিয়ে শূণ্য জীবনটাকে
পূর্ণ করে তুলি_
পিছু ডেকে ডেকে যায় বারবার
প্রিয় সেই দিনগুলি৷
কী করে সে কথা ভুলি?"
আলো,আধুনিক,"তুমি আর তো কারো নও শুধু আমার
যত দূরে সরে যাও রবে আমার
স্তব্ধ সময়টাকে ধরে রেখে
স্মৃতির পাতায় শুধু তুমি আমার
কেন আজ এত একা আমি
আলো হয়ে দূরে তুমি
আলো আলো আমি কখনো খুঁজে পাবনা
চাঁদের আলো তুমি কখনো আমার হবে না
রোমন্থন করি ফেলে আশা
দৃশ্যপট স্বপ্নে আঁকা
লুকিয়ে তুমি কোন সুদুরে
হয়তো ভবিষ্যতের আড়ালে
ঘাসের চাদরে শুয়ে একা
আকাশের পানে চেয়ে জেগে থাকা
তবে আজ এত একা কেন
আলো হয়ে দূরে তুমি
আলো আলো আমি কখনো খুঁজে পাবনা
চাঁদের আলো তুমি কখনো আমার হবে না"
না যেও না রজনী এখনো বাকি,আধুনিক,"না যেও না, না যেও না,
রজনী এখনও বাকী
আরও কিছু দিতে বাকী
বলে রাত জাগা পাখি।
না যেও না।
আমি যে তোমারি শুধু জীবনে মরণে।।
ধরিয়া রাখিতে চাহি নয়নে নয়নে।
না যেও না,
রজনী এখনও বাকী
আরও কিছু দিতে বাকী
বলে রাত জাগা পাখি।
না যেও না।
যে কথা বলিতে বাজে,
যে ব্যথা মরমে কাঁদে
সে কথা বলিতে ওগো দাও।।
জীবন রজনী জানি এমনি পোহাবে।।
চাঁদের তরণী তুমি সুদূরে মিলাবে।
না যেও না,
রজনী এখনও বাকী
আরও কিছু দিতে বাকী
বলে রাত জাগা পাখি।
না যেও না।"
দুটি মন আর নেই দুজনার,আধুনিক,"দুটি মন আর নেই দুজনার ।।
রাত বলে আমি সাথী হব যে
ফাগুনের রাতে আমি রূপকথা হয়ে কাছে রব যে।।
দুটি মন আর নেই দুজনার ।
ফুল বলে রঙে আর ছেও না
পাখি বলে আর গান গেও না ।।
আমাদের মিতালীর মায়াতে
কানে কানে কত কথা কব যে
দুটি মন আর নেই দুজনার ।
শুকতারা বলে আমি আছি তাই
দিশাহারা হতে আর ভয় কি ।।
পাছে ঘুম ঝরে পড়ে দুচোখে
হাসি মুখে তাই জেগে রব যে
দুটি মন আর নেই দুজনার ।"
সে কোন দরদিয়া আমায়,ব্যান্ড,"সে কোন দরদিয়া আমায় কাঁদায় আবার হাসায়
দুঃখ সুখের করিডোরে ডুবায় আবার ভাসায়
সে কোন দরদিয়া আমায় কাঁদায় আবার হাসায়
পাইনা তারে খুঁজি যারে সে আছে অন্তরে
ঝড়ের রাতে আপন হয়ে আসে আমার বুকে
চাঁদের আলোয় জোয়ার আনে ভালোবাসার সুখে।।
আমার দরদিয়া এমন মধুর
চেয়ে থাকি চোখে……
সে কোন দরদিয়া আমায় কাঁদায় আবার হাসায়
দুঃখ সুখের করিডোরে ডুবায় আবার ভাসায়
সে কোন দরদিয়া আমায় কাঁদায় আবার হাসায়
পাইনা তারে খুঁজি যারে সে আছে অন্তরে
বুকের মাঝে বসত গড়ে কেন তবু দূরে
চাই যখন পাইনা তখন খুঁজে ফিরি তারে।।
আমার দরদিয়া এমন নিঠুর
দেখেনা তা ফিরে……
সে কোন দরদিয়া আমায় কাঁদায় আবার হাসায়
দুঃখ সুখের করিডোরে ডুবায় আবার ভাসায়
সে কোন দরদিয়া আমায় কাঁদায় আবার হাসায়
পাইনা তারে খুঁজি যারে সে আছে অন্তরে"
দুই ভুবনের দুই বাসিন্দা,নাটক,"দুই ভুবনের দুই বাসিন্দা বন্ধু চিরকাল
রেললাইন বহে সমান্তরাল
বহে সমান্তরাল…।।
পিরিতের ঘর বানাইয়া অন্তরের ভিতর
দুই দিগন্তে রইলাম দুইজন
সারা জীবন ভর
হইলো না তো সুখের মিলন
হইলো না শুকসারির দর্শন
এমনই কপাল
রেললাইন বহে সমান্তরাল
বহে সমান্তরাল
নয়নের জল শুকাইয়া বিচ্ছেদের অনল
এই অন্তরে অন্তর জ্বালা বাড়াইলো কেবল ।।
হইলো না তো মিলন সাধন
চিনলো না মনের বান্ধন
এমনই আড়াল
দুই ভুবনের দুই বাসিন্দা বন্ধু চিরকাল
রেললাইন বহে সমান্তরাল
বহে সমান্তরাল"
মন শুধু মন ছুঁয়েছে,ব্যান্ড,"মন শুধু মন ছুঁয়েছে
ও সেতো মুখ খুলেনি
সুর শুধু সুর তুলেছে
ভাষা তো দেয় নি
চোখের দৃষ্টি যেন মনের গীতি কবিতা
বুকের ভালোবাসা যেথায় রয়েছে গাঁথা
আমিতো সেই কবিতা পড়েছি
মনে মনে সুর দিয়েছি
কেউ জানে নি
যখনি তোমার চোখে আমার মুখ খানি দেখি
স্বপনও কুসুম থেকে হৃদয়ে সুরভি মাখি ।।
তুমি কি সেই সুরভি পেয়েছো
স্বপনের দ্বার খুলেছো
কিছু জানিনি
মন শুধু মন ছুঁয়েছে ও সেতো মুখ খুলেনি
সুর শুধু সুর তুলেছে ভাষা তো দেয় নি"
সুখেরই পৃথিবী সুখেরই অভিনয়,ব্যান্ড,"সুখেরই পৃথিবী
সুখেরই অভিনয়
যত আড়ালে রাখো
আসলে কেউ সুখী নয় ।।
নিজ ভুবনে চির দুখী
আসলে কেউ সুখী নয় ।।
সুখেরই পৃথিবী সুখেরই অভিনয়
যত আড়ালে রাখো আসলে কেউ সুখী নয় ।
তোমার দরজার ওপাশে একজন
ভাবছ সে সুখী মিথ্যে আয়োজন
নিজ ভুবনে চির দুখী
আসলে কেউ সুখী নয়
সুখেরই পৃথিবী সুখেরই অভিনয়
যত আড়ালে রাখো আসলে কেউ সুখী নয় ।
আশা দুরাশায় দুলছে কেনো মন
সুখের চাদরে জড়ানো প্রিয়জন
নিজ ভুবনে চির দুখী
আসলে কেউ সুখী নয়
সুখেরই পৃথিবী
সুখেরই অভিনয়
যত আড়ালে রাখো
আসলে কেউ সুখী নয় ।।
নিজ ভুবনে চির দুখী
আসলে কেউ সুখী নয় ।।
সুখেরই পৃথিবী সুখেরই অভিনয়
যত আড়ালে রাখো আসলে কেউ সুখী নয় ।
তোমার দরজার ওপাশে একজন
ভাবছ সে সুখী মিথ্যে আয়োজন
নিজ ভুবনে চির দুখী
আসলে কেউ সুখী নয়
সুখেরই পৃথিবী সুখেরই অভিনয়
যত আড়ালে রাখো আসলে কেউ সুখী নয় ।
আশা দুরাশায় দুলছে কেনো মন
সুখের চাদরে জড়ানো প্রিয়জন
নিজ ভুবনে চির দুখী
আসলে কেউ সুখী নয়
সুখেরই পৃথিবী সুখেরই অভিনয়
যত আড়ালে রাখো আসলে কেউ সুখী নয় ।"
আমাকে পোড়াতে যদি এতো লাগে ভালো,ছায়াছবি,"আমাকে পোড়াতে যদি এতো লাগে ভালো
জ্বালো আগুন আরো জ্বালো, ঢালো আরো ব্যথা ঢালো
আমাকে পোড়াতে যদি এতো লাগে ভালো।।
আমি তো পুড়ে পুড়ে অঙ্গার হয়েছি
দিয়েছো আঘাত যতো, সবই তার সয়েছি
নিঠুর ওগো, তবুও তোমাকে লেগেছে ভালো, তোমাকে বেসেছি ভালো
জ্বালো আগুন আরো জ্বালো, ঢালো আরো ব্যথা ঢালো
আমাকে পোড়াতে যদি এতো লাগে ভালো।।
এ হৃদয় ধূপসম তোমারি জ্বালায়
যাক যদি জ্বলে পুড়ে ছাই হয়ে যায়
কিছু তার সুরভি, কিছু তার বেদনা
পড়বে তোমার মনে, যেখানেই থাকো না।
সেদিনের সে স্মৃতি, জানি গো তোমার মনে জ্বালবে না আলো
জ্বালো আগুন আরো জ্বালো, ঢালো আরো ব্যথা ঢালো
আমাকে পোড়াতে যদি এতো লাগে ভালো।।"
আমার সোনার ময়না পাখি,পল্লীগীতি,"আমার সোনার ময়না পাখি
কোন দেশেতে গেলা উইড়া রে
দিয়া মোরে ফাঁকি রে
আমার সোনার ময়না পাখি ।।
সোনা বরণ পাখিরে আমার
কাজল বরণ আঁখি
দিবানিশি মন চায়রে
বাইন্ধা তরে রাখি রে
আমার সোনার ময়না পাখি ।।
দেহ দিছি প্রাণরে দিছি
আর নাই কিছু বাকী
শত ফুলের বাসন দিয়ারে
অঙে দিছি মাখি রে
আমার সোনার ময়না পাখি ।।
যাইবা যদি নিঠুর পাখি
ভাসাইয়া মোর আঁখি
এ জীবন যাবার কালে রে
ও পাখি রে
একবার যেন দেখি রে
আমার সোনার ময়না পাখি ।।"
ফেরারী এই মনটা আমার,ব্যান্ড,"ফেরারী এই মনটা আমার
মানে না কোনো বাঁধা
তোমাকে পাবারই আশায়
ফিরে আসে বারেবার ।।
কখনো ভাবিনি আমি
ব্যথা দিয়ে তুমি চলে যাবে
কি জানি কি ভুল ছিল আমার
আমাকে কেন গেলে কাঁদিয়ে
তাই আমি ফিরে আসি বারেবার
ফেরারী এই মনটা আমার
মানে না কোনো বাঁধা
তোমাকে পাবারই আশায়
ফিরে আসে বারেবার ।।
যে পথে হারিয়েছি তোমায়
সেই পথে খুঁজে আমি যাব
অভিমান করে থেকো না
অপবাদ দিয়ে যেও না
তাই আমি ফিরে আসি বারেবার
ফেরারী এই মনটা আমার
মানে না কোনো বাঁধা
তোমাকে পাবারই আশায়
ফিরে আসে বারেবার ।।"
কি করে ভাবলে তুমি,ব্যান্ড,"কি করে বললে তুমি
তোমাকে হঠাত করে ভুলে যেতে,
কি করে ভাবলে তুমি
আমাদের এতদিনের সবি ছিল পাগলামি।
তোমাকে ভেসেছিলাম ভালো
সেই ভাবনায় থাকত পড়ে মন
তোমাকে বোঝার সময় গেছে কখন
বুঝিনি আগে।
আজ হেয়ালী সর্বনাশের,
স্বপ্নলিপি ছিড়ে গেছে
আজ যদি সব বল মিছে
তোমার কথা মানবোবা আমি
তোমাকে ভেসেছিলাম ভালো
সেই ভাবনায়, থাকত পড়ে মন
তোমাকে বোঝার সময় গেছে কখন
বুঝিনি আগে।
কি করে বললে তুমি
তোমাকে হঠাত করে ভুলে যেতে,
কি করে ভাবলে তুমি
আমাদের এতদিনের সবি ছিল পাগলামি।"
আমি বারোমাস তোমায় ভালোবাসি,ব্যান্ড,"আমি বারোমাস তোমায় ভালোবাসি
তুমি সুযোগ পাইলে বন্ধু বাসিও
আমি বারোমাস তোমার আশায় আছি
তুমি অবসর পাইলে আসিও
আষাঢ় শ্রাবণে ঘন বরষার সাথে
দিনগুলো কাটে না বিরহ ব্যথাতে ।।
আসছে মাসে না হয় পত্র দি…।
তুমি অবসর পাইলে আসিও
আমি বারোমাস তোমায় ভালোবাসি
তুমি সুযোগ পাইলে বন্ধু বাসিও
ভাদ্র আশ্বিনে কয় জনে জনে
কতকাল একা থাকো মন উচাটনে ।।
অগ্রহায়ণে তুমি আদর জানিও
তুমি অবসর পাইলে আসিও
পৌষ মাঘ কাটে না বুঝি এই শীতে
একটু কি পারো নাই কোনো খোঁজ নিতে ।।
বৈশাখী ঝড় মনে শুধু জানিও ।।
তুমি অবসর পাইলে আসিও
আমি বারোমাস তোমায় ভালোবাসি
তুমি সুযোগ পাইলে বন্ধু বাসিও
আমি বারোমাস তোমার আশায় আছি
তুমি অবসর পাইলে আসিও"
আমি কষ্ট পেতে ভালোবাসি,ব্যান্ড,"কোনো সুখের ছোঁয়া পেতে নয়
নয় কোনো নতুন জীবনের খোঁজে
তোমার চোখে তাকিয়ে থাকা
আলোকিত হাসি নয়
আশা নয়
না বলা ভাষা নয়
আমি কষ্ট পেতে ভালোবাসি
তাই তোমার কাছে ছুটে আছি ।।
বুকের এক পাশে রেখেছি
জলহীন মরুভূমি
ইচ্ছে হলে যখন তখন
অশ্রুফোঁটা দাও তুমি
তুমি চাইলে আমি দেবো
অথৈ সাগর পাড়ি
আমি কষ্ট পেতে ভালোবাসি তাই তোমার কাছে ছুটে আছি 
যখন আমার কষ্টগুলো
প্রজাপতির মত উড়ে
বিষাদের সবকটা ফুল
চুপচাপ ঝরে পড়ে
আমার আকাশ জুড়ে
মেঘে ভরে গেছে ভুলে
আমি কষ্ট পেতে ভালোবাসি তাই তোমার কাছে ছুটে আছি ।।
কোনো সুখের ছোঁয়া পেতে নয়
নয় কোনো নতুন জীবনের খোঁজে
তোমার চোখে তাকিয়ে থাকা
আলোকিত হাসি নয় ।।
আশা নয়
না বলা ভাষা নয়
আমি কষ্ট পেতে ভালোবাসি
তাই তোমার কাছে ছুটে আছি ।।"
আমার ভালোবাসার তানপুরাতে সুর যে বাজে না,ব্যান্ড,"আমার ভালোবাসার তানপুরাতে সুর যে বাজে না ।।
আজ মনের মাঝে রঙ্গীন আশা –
রঙ্গে সাজে না ।।
আমার ভালোবাসার তানপুরাতে সুর যে বাজে না ।।
হায় কেমনে ভুলিবো সেদিন বল যেদিন তুমি পাশে ছিলে !
ভুলিবো কেমন সে রাত বলো যে রাতে তুমি গেছো চলে
আজ তারার আকাশে নেইকো তারা
চাঁদে শুধু অন্ধকার
ভালোবাসার তানপুরাতে সুর যে বাজে না……
হায় কেমনে বুঝাব নিজেকে বল তুমি এখন নও আমার
নিভে গেছে আশার প্রদীপ
নেইতো আলো ভালোবাসার
আমি ভালোবেসে যে সব হারালাম
নেইতো কিছুই হারাবার
ভালোবাসার তানপুরাতে সুর যে বাজে না……
আমার ভালোবাসার তানপুরাতে সুর যে বাজে না ।।
আজ মনের মাঝে রঙ্গীন আশা –
প্রানে সাজে না ।।
আমার ভালোবাসার তানপুরাতে সুর যে বাজে না ।।"
আমায় এত রাতে ক্যানে ডাক দিলি,পল্লীগীতি,"আমায় এত রাতে ক্যানে ডাক দিলি প্রাণ কোকিলা রে
আমায় এত রাতে ক্যানে ডাক দিলি ।।
নিভা ছিল মনের আগুন জ্বালাইয়া গেলি প্রাণ কোকিলা রে
আমায় এত রাতে ক্যানে ডাক দিলি…
আম ধরে থোকা থোকা তেতুল ধরে ব্যাকা…হায়রে তেতুল ধরে ব্যাকা
আমার আসবে বলে শ্যাম কালাচাঁন নাহি দিল দেখা প্রাণ কোকিলা রে
আমায় এত রাতে ক্যানে ডাক দিলি……
আমার শিয়রে শাশুড়ী ঘুমায় জলন্ত নাগিনী… হায়রে জলন্ত নাগিনী ।।
আমার পৈঠানে ননদী শুয়ে দুরন্ত ডাকিনী প্রাণ কোকিলা রে
আমায় এত রাতে ক্যানে ডাক দিলি…
আম গাছে আম ধরে জাম গাছে জাম……হায়রে জাম গাছে জাম ।।
আমি পন্থের দিকে চাইয়া থাকি
আসেনি মোর শ্যাম প্রাণ কোকিলা রে
আমায় এত রাতে ক্যানে ডাক দিলি প্রাণ কোকিলা রে
প্রাণ কোকিলা রে
বন্ধুর বাড়ী আমার বাড়ী মইধ্যে জলের বেড়া
ওরে হাত বাড়াইয়া দিছে পাঢ কপাল দেখি পোড়া
প্রাণ কোকিলা রে
আমায় এত রাতে ক্যানে ডাক দিলি প্রাণ কোকিলা রে
আমায় এত রাতে ক্যানে ডাক দিলি"
আগে কি সুন্দর দিন কাটাইতাম,বাউল,"আগে কি সুন্দর দিন কাটাইতাম
আমরা আগে কি সুন্দর দিন কাটাইতাম
গ্রামের নওজোয়ান হিন্দু মুসলমান
মিলিয়া বাউলা গান আর মুর্শিদি গাইতাম
হিন্দু বাড়িতে যাত্রা গান হইত
নিমন্ত্রণ দিত আমরা যাইতাম
জারি গান, বাউল গান আনন্দের তুফান
গাইয়া সারি গান নৌকা দৌড়াইতাম
বর্ষা যখন হইত, গাজির গান আইত,
রংগে ঢংগে গাইত আনন্দ পাইতাম ।।
কে হবে মেম্বার, কে বা গ্রাম সরকার
আমরা কি তার খবরও লইতাম ।।
হায়রে আমরা কি তার খবরও লইতাম
আগে কি সুন্দর দিন কাটাইতাম ।।
বিবাদ ঘটিলে পঞ্চায়েতের বলে
গরীব কাংগালে  বিচার পাইতাম ।।
মানুষ ছিল সরল ছিল ধর্ম বল ।।
এখন সবাই পাগল বড়লোক হইতাম ।।
করি  ভাবনা সেই দিন আর পাব নাহ
ছিল বাসনা সুখি হইতাম ।।
দিন হতে দিন আসে যে কঠিন
করিম দীনহীন কোন পথে যাইতাম।।"
